,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories__alias,categories__title,rating,location__address1,location__city,location__zip_code,location__country,location__state,location__cross_streets,coordinates__latitude,coordinates__longitude,photos__001,photos__002,photos__003,price,hours__open__is_overnight,hours__open__start,hours__open__end,hours__open__day,hours__hours_type,hours__is_open_now
2713,mOCivvZr0Ht9gONMXtKd3A,japan-premium-beef-new-york,Japan Premium Beef,https://s3-media2.fl.yelpcdn.com/bphoto/Q4s04ue0CPkX2lhNSuPjzw/o.jpg,True,False,https://www.yelp.com/biz/japan-premium-beef-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122602333.0,(212) 260-2333,82.0,meats,Meat Shops,5.0,59 Great Jones St,New York,10012.0,US,NY,Bowery & Lafayette St,40.7264282,-73.9922083,https://s3-media2.fl.yelpcdn.com/bphoto/Q4s04ue0CPkX2lhNSuPjzw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Y3imHn3622QOuSq5wTz_4Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/JoADrG-uhWyOC2wtsD4VpA/o.jpg,$$$,False,1100.0,2000.0,1.0,REGULAR,True
2719,urSuhjbH6DK2nvP08IESwA,the-cinnamon-snail-new-york-2,The Cinnamon Snail,https://s3-media1.fl.yelpcdn.com/bphoto/F5jnNXTVY8WUoN4iRL37UA/o.jpg,True,False,https://www.yelp.com/biz/the-cinnamon-snail-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12126957454.0,(212) 695-7454,804.0,foodtrucks,Food Trucks,4.5,,New York,10121.0,US,NY,,40.749584197998,-73.9916763305664,https://s3-media1.fl.yelpcdn.com/bphoto/F5jnNXTVY8WUoN4iRL37UA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/-xHR7g1sHDS79TlAN3MVzg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/OYzt8fjNmv8XkKshv0a0fQ/o.jpg,$,False,1100.0,1700.0,0.0,REGULAR,True
2724,2YkqGzOldh-gcSSFkvP44Q,mighty-bowl-new-york-2,MIGHTY Bowl,https://s3-media2.fl.yelpcdn.com/bphoto/_NBq-UcQYeSxovICWvHijQ/o.jpg,True,False,https://www.yelp.com/biz/mighty-bowl-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127775750.0,(212) 777-5750,214.0,asianfusion,Asian Fusion,4.0,120 Macdougal St,New York,10012.0,US,NY,,40.729859999999995,-74.00049,https://s3-media2.fl.yelpcdn.com/bphoto/_NBq-UcQYeSxovICWvHijQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/b_QQGbG9dQWY6pYtFPG_xA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/IvbHodpx4kOTy-Gl8TnE_w/o.jpg,$,False,1100.0,2200.0,0.0,REGULAR,True
2731,6gDUVNZo0E9lxO2DkAhHOQ,the-greek-new-york,The Greek,https://s3-media4.fl.yelpcdn.com/bphoto/iNDFJbZkzf31l-CIuWFUxw/o.jpg,True,False,https://www.yelp.com/biz/the-greek-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16464763941.0,(646) 476-3941,452.0,greek,Greek,4.5,458 Greenwich St,New York,10013.0,US,NY,Watts St & Desbrosses St,40.7237145,-74.0096166,https://s3-media4.fl.yelpcdn.com/bphoto/iNDFJbZkzf31l-CIuWFUxw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Tf88MglC7d6B66ikCLaccA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Ci4XE9IKw1vwYU2GyKRGOg/o.jpg,$$$,False,1130.0,2230.0,0.0,REGULAR,True
2738,0fjab0vzFgIQ-FKzjFR7JQ,dannee-brooklyn,Dannee,https://s3-media1.fl.yelpcdn.com/bphoto/p1aoAE8xTJMmQ3qNSSbcZg/o.jpg,True,False,https://www.yelp.com/biz/dannee-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17186224422.0,(718) 622-4422,107.0,thai,Thai,4.0,433 Dekalb Ave,Brooklyn,11205.0,US,NY,Classon Ave & Taaffe Pl,40.69048,-73.96006,https://s3-media1.fl.yelpcdn.com/bphoto/p1aoAE8xTJMmQ3qNSSbcZg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/fUmecVM4DwCRKu9Ok6ZRSQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/bBNezjnJs7N1jtNE0IyxVA/o.jpg,$$,False,1200.0,1530.0,0.0,REGULAR,False
2752,6XO6daKKWviwqQJg1nv32A,char-house-new-york,Char House,https://s3-media1.fl.yelpcdn.com/bphoto/XOIQFNvmwghFKaj2flHHyA/o.jpg,True,False,https://www.yelp.com/biz/char-house-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122675400.0,(212) 267-5400,71.0,steak,Steakhouses,4.0,43 Mott St,New York,10013.0,US,NY,Pell St & Bayard St,40.71524,-73.999,https://s3-media1.fl.yelpcdn.com/bphoto/XOIQFNvmwghFKaj2flHHyA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ZVXNtPQ3m2Ixgv5kqrz7Sg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/erHD4mZN5Eu_cf7xfc5Nfw/o.jpg,$$$,False,1700.0,2300.0,0.0,REGULAR,False
2759,XskangHFq3JD9klJFuGH8w,doughnut-plant-new-york-2,Doughnut Plant,https://s3-media4.fl.yelpcdn.com/bphoto/_NU6Aty0PdFOoZ4Dg48rFA/o.jpg,True,False,https://www.yelp.com/biz/doughnut-plant-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12125053700.0,(212) 505-3700,2343.0,donuts,Donuts,4.0,220 W 23rd St,New York,10011.0,US,NY,7th Ave & 8th Ave,40.7444886,-73.9969095,https://s3-media4.fl.yelpcdn.com/bphoto/_NU6Aty0PdFOoZ4Dg48rFA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/MIJHLP_RxNvK7EyB_3ln1A/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/N-IzyRBeIMYFnebQMXd19g/o.jpg,$$,False,700.0,2200.0,0.0,REGULAR,True
2766,OYmNzOzsAozGaA-L2rMvmQ,the-bronx-brewery-bronx,The Bronx Brewery,https://s3-media3.fl.yelpcdn.com/bphoto/03rZqHRoyWJnj2hjNRVLbA/o.jpg,True,False,https://www.yelp.com/biz/the-bronx-brewery-bronx?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17184021001.0,(718) 402-1001,97.0,breweries,Breweries,4.0,856 E 136th St,Bronx,10454.0,US,NY,,40.8019015,-73.910599,https://s3-media3.fl.yelpcdn.com/bphoto/03rZqHRoyWJnj2hjNRVLbA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/01dD6-ruKlunm11wNlJLUg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/lR6dzSnB0vHTmePfxkarqA/o.jpg,$,False,1500.0,1900.0,0.0,REGULAR,True
2773,8XHbZIKDQbXhyKIGiukVeQ,boucherie-park-new-york,Boucherie - Park,https://s3-media2.fl.yelpcdn.com/bphoto/U90cr6FAs7CRF83TkbvrZg/o.jpg,True,False,https://www.yelp.com/biz/boucherie-park-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12123530200.0,(212) 353-0200,310.0,steak,Steakhouses,4.5,225 Park Ave S,New York,10003.0,US,NY,19th St & 18th St,40.73715,-73.98789000000001,https://s3-media2.fl.yelpcdn.com/bphoto/U90cr6FAs7CRF83TkbvrZg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/WqE28syOIIYrYBrmJ_4g3g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/nMRFxQfejN_FS46VWcYbyQ/o.jpg,$$$,False,1100.0,0.0,0.0,REGULAR,True
2780,i-s1bcKdqQdm6JiVN0JRMA,yokoya-new-york-5,Yokoya,https://s3-media3.fl.yelpcdn.com/bphoto/oqvNlhgb4Jm_QSnITKAj7g/o.jpg,True,False,https://www.yelp.com/biz/yokoya-new-york-5?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12123881388.0,(212) 388-1388,155.0,ramen,Ramen,4.5,201 Allen St,New York,10002.0,US,NY,Houston St & Stanton St,40.72254,-73.98917,https://s3-media3.fl.yelpcdn.com/bphoto/oqvNlhgb4Jm_QSnITKAj7g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/9ATrT1m5k5ykfsGjQnatig/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/PrngtzIhuawhUtPfNroGWg/o.jpg,$$,False,1200.0,1600.0,0.0,REGULAR,True
2792,7tJq-a_K-yKOWSqyXVOlFg,suzys-roti-parlour-brooklyn,Suzy's Roti Parlour,https://s3-media2.fl.yelpcdn.com/bphoto/WLvqbCc4p60A000Mutu2Fg/o.jpg,True,False,https://www.yelp.com/biz/suzys-roti-parlour-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17182828190.0,(718) 282-8190,107.0,trinidadian,Trinidadian,4.5,907 Church Ave,Brooklyn,11218.0,US,NY,Coney Island Ave & 10th St,40.64666,-73.97048000000001,https://s3-media2.fl.yelpcdn.com/bphoto/WLvqbCc4p60A000Mutu2Fg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/PJaBDNkOTPjY4gzGrFYlAw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/h8l-32MJuB7zZYqgVX_J1g/o.jpg,$,False,1130.0,2030.0,0.0,REGULAR,True
2798,7B2XMvV5uGuKyl19-HTSvg,fogo-de-chão-brazilian-steakhouse-new-york-3,Fogo de Chão Brazilian Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/IcEOfdd4OS-lTrLLPigq9A/o.jpg,True,False,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-new-york-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12129699980.0,(212) 969-9980,930.0,brazilian,Brazilian,4.0,40 W 53rd St,New York,10019.0,US,NY,Avenue Of The Americas & 5th Ave,40.761084999999994,-73.97806700000001,https://s3-media2.fl.yelpcdn.com/bphoto/IcEOfdd4OS-lTrLLPigq9A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/3xAaDSQ6rk0pPHu3IY0fIw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/L2nt1EDyFGzyoU-2r-o49w/o.jpg,$$$,False,1130.0,1500.0,0.0,REGULAR,False
2810,o1lSerEqXv74L7n3OghwVQ,the-hop-shop-brooklyn-brooklyn,The Hop Shop Brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/SaT-Et68r-fb7wT2JEH1Og/o.jpg,True,False,https://www.yelp.com/biz/the-hop-shop-brooklyn-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17188522184.0,(718) 852-2184,45.0,cocktailbars,Cocktail Bars,4.5,121 Columbia St,Brooklyn,11231.0,US,NY,Kane St & Irving St,40.6875,-74.00135,https://s3-media4.fl.yelpcdn.com/bphoto/SaT-Et68r-fb7wT2JEH1Og/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/1S4HuzRAOxeekgbuBG3zrg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/MN4V2NqnJnmfyi76x6hrjA/o.jpg,$,True,1700.0,100.0,1.0,REGULAR,False
2816,vmU2oLglodmiFK0iQGzDFw,sally-roots-brooklyn,Sally Roots,https://s3-media1.fl.yelpcdn.com/bphoto/KvO6-IUnFcSO9I1kZFYwXg/o.jpg,True,False,https://www.yelp.com/biz/sally-roots-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13474250888.0,(347) 425-0888,190.0,caribbean,Caribbean,4.0,195 Wyckoff Ave,Brooklyn,11237.0,US,NY,Greene Ave & Harman St,40.702756,-73.916372,https://s3-media1.fl.yelpcdn.com/bphoto/KvO6-IUnFcSO9I1kZFYwXg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/4D7lAi85rHEcUFrDp10Gzg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/i57Hd6Lxny5tYGjUSjPvgA/o.jpg,$$,False,1200.0,0.0,0.0,REGULAR,True
2825,TS2mqGtNhOzMKcSqJvrBPg,ringolevio-brooklyn,Ringolevio,https://s3-media3.fl.yelpcdn.com/bphoto/2W63o7hWYZGduWRZ88kaJg/o.jpg,False,False,https://www.yelp.com/biz/ringolevio-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13473350056.0,(347) 335-0056,240.0,mediterranean,Mediterranean,4.5,490 Humboldt St,Brooklyn,11222.0,US,NY,Richardson St & Herbert St,40.71907,-73.94337,https://s3-media3.fl.yelpcdn.com/bphoto/2W63o7hWYZGduWRZ88kaJg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/vrl6-QZrzzH6t3ecTWGEtQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/eCvgJgf3BSFA52DuCDOKxA/o.jpg,$$,False,1800.0,2230.0,0.0,REGULAR,False
2834,GcBZDgOKOP-RkH_mI-DS9A,the-halal-guys-new-york-8,The Halal Guys,https://s3-media2.fl.yelpcdn.com/bphoto/2HmHttaTyMDBxw65TJIYLw/o.jpg,True,False,https://www.yelp.com/biz/the-halal-guys-new-york-8?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13475271505.0,(347) 527-1505,684.0,mideastern,Middle Eastern,3.5,307 East 14th St,New York,10003.0,US,NY,1st Ave & 2nd Ave,40.732306075120896,-73.98439063610691,https://s3-media2.fl.yelpcdn.com/bphoto/2HmHttaTyMDBxw65TJIYLw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/sqhpOsozaPlBq9aCJyx8FA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/XbcfTlU1Mlen3_xc7wAxmw/o.jpg,$,True,1000.0,400.0,0.0,REGULAR,True
2841,0gTHz_iR8yHuhtIt-0-20g,zum-schneider-new-york,Zum Schneider,https://s3-media1.fl.yelpcdn.com/bphoto/5EBXwpcGCHwPL9B4WwEqMg/o.jpg,True,False,https://www.yelp.com/biz/zum-schneider-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12125981098.0,(212) 598-1098,570.0,pubs,Pubs,4.0,107 Ave C,New York,10009.0,US,NY,,40.72421,-73.978862,https://s3-media1.fl.yelpcdn.com/bphoto/5EBXwpcGCHwPL9B4WwEqMg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/k2C8UJuDzFAF3dYjdUdOsg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/a7LlJKwpkXU2KTu8MKXe1g/o.jpg,$$,True,1700.0,100.0,0.0,REGULAR,False
2848,BBPiBgyMmLX5RzaKCB0AeQ,llama-inn-brooklyn,Llama Inn,https://s3-media2.fl.yelpcdn.com/bphoto/aJrsvn9Y47BWIgcTqYZhBA/o.jpg,True,False,https://www.yelp.com/biz/llama-inn-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17183873434.0,(718) 387-3434,355.0,peruvian,Peruvian,4.0,50 Withers St,Brooklyn,11211.0,US,NY,Union Ave & I-278,40.71672,-73.95051,https://s3-media2.fl.yelpcdn.com/bphoto/aJrsvn9Y47BWIgcTqYZhBA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Bs-fMpuBqifnmp8KYAgv3w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/hzFkUeQtcIid3n-1Mrffkw/o.jpg,$$$,False,1730.0,2200.0,0.0,REGULAR,False
2857,O0xFECgTDf1rbZzW9qUULQ,peter-pan-donut-and-pastry-shop-brooklyn-2,Peter Pan Donut & Pastry Shop,https://s3-media2.fl.yelpcdn.com/bphoto/ogfDjUY7VeNhB091V1KiWA/o.jpg,True,False,https://www.yelp.com/biz/peter-pan-donut-and-pastry-shop-brooklyn-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17183893676.0,(718) 389-3676,1164.0,bakeries,Bakeries,4.5,727 Manhattan Ave,Brooklyn,11222.0,US,NY,Meserole Ave & Norman Ave,40.726085999999995,-73.952308,https://s3-media2.fl.yelpcdn.com/bphoto/ogfDjUY7VeNhB091V1KiWA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/uN-jKCZ9vyCbcuvWaGiAgA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/z_Jy5wPUioQzfPH5qjd6mw/o.jpg,$,False,430.0,2000.0,0.0,REGULAR,True
2864,4GBqDgTYsV7owGzNMyAFKA,sullivan-street-bakery-new-york-3,Sullivan Street Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/eADvf361WrPA8nx5jfzcnw/o.jpg,True,False,https://www.yelp.com/biz/sullivan-street-bakery-new-york-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122655580.0,(212) 265-5580,452.0,bakeries,Bakeries,4.0,533 W 47th St,New York,10036.0,US,NY,11th Ave,40.763659999999994,-73.994716,https://s3-media4.fl.yelpcdn.com/bphoto/eADvf361WrPA8nx5jfzcnw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/oeSDgsg8rYaImbtU1OsCNg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/MoaR-QPEFvtoJMJBQsMnWQ/o.jpg,$$,False,700.0,1800.0,0.0,REGULAR,True
2871,2Uj2PGpDA1nGQOLtk_Occg,savinos-quality-pasta-brooklyn,Savino's Quality Pasta,https://s3-media1.fl.yelpcdn.com/bphoto/2FmJVLdlmYFb5vrt7GunLw/o.jpg,True,False,https://www.yelp.com/biz/savinos-quality-pasta-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17183882038.0,(718) 388-2038,60.0,pastashops,Pasta Shops,4.5,111 Conselyea St,Brooklyn,11211.0,US,NY,Leonard St & Manhattan Ave,40.7152557373047,-73.9467010498047,https://s3-media1.fl.yelpcdn.com/bphoto/2FmJVLdlmYFb5vrt7GunLw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/s-gdK0ZPYTNYJheQ6LaQpw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/57gcdg1P_eaosrKJDTxSwQ/o.jpg,$,False,930.0,1800.0,1.0,REGULAR,True
2877,O-zwQQV8AExgdPoJiqjpDg,ba-xuyen-brooklyn-2,Ba Xuyen,https://s3-media2.fl.yelpcdn.com/bphoto/fJN3Gk81mkAyd7yrsmOtgA/o.jpg,False,False,https://www.yelp.com/biz/ba-xuyen-brooklyn-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17186336601.0,(718) 633-6601,602.0,vietnamese,Vietnamese,4.5,4222 8th Ave,Brooklyn,11232.0,US,NY,,40.64528,-73.9997099,https://s3-media2.fl.yelpcdn.com/bphoto/fJN3Gk81mkAyd7yrsmOtgA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/w20e9TnPV5zpZ0kX9taJeA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/0ughD3xXQYDcwvuHzUdj3w/o.jpg,$,False,700.0,1830.0,0.0,REGULAR,True
2884,N7pDKAFOR1F_oCVH_Fc7Wg,ahimsa-new-york,Ahimsa,https://s3-media2.fl.yelpcdn.com/bphoto/oReQvlfitrWnUJ6BvfIupw/o.jpg,True,False,https://www.yelp.com/biz/ahimsa-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12125337290.0,(212) 533-7290,222.0,indpak,Indian,4.0,210 Thompson St,New York,10012.0,US,NY,3rd St & Bleecker St,40.72878,-73.99924,https://s3-media2.fl.yelpcdn.com/bphoto/oReQvlfitrWnUJ6BvfIupw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ZUZp4b5iZ92316fYvEZvtQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/3XM5jzaPzcbJraYO-DFOHg/o.jpg,$$,False,1200.0,1500.0,0.0,REGULAR,False
2896,zEIt0xaPM9DIS-pc118O6A,hometown-hotpot-and-bbq-new-york-2,Hometown Hotpot & BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/B7p-cZUcJasqgM36BVes-w/o.jpg,True,False,https://www.yelp.com/biz/hometown-hotpot-and-bbq-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122198833.0,(212) 219-8833,953.0,hotpot,Hot Pot,4.0,194 Grand St,New York,10013.0,US,NY,Mulberry St & Mott St,40.71931,-73.99688990000001,https://s3-media2.fl.yelpcdn.com/bphoto/B7p-cZUcJasqgM36BVes-w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/53OPEbf1QD-EGEvezekHBw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/S1Xo-1a1R_bwH20QhhSOHA/o.jpg,$$,False,1200.0,0.0,0.0,REGULAR,True
2903,raqwXUBlnc0e8c7CYmxEJQ,scarpetta-new-york,Scarpetta,https://s3-media2.fl.yelpcdn.com/bphoto/MBZxULmOIOMKve5y3TRiZQ/o.jpg,True,False,https://www.yelp.com/biz/scarpetta-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12126910555.0,(212) 691-0555,1721.0,italian,Italian,4.0,88 Madison Ave,New York,10016.0,US,NY,28th St & 29th St,40.744509,-73.9856,https://s3-media2.fl.yelpcdn.com/bphoto/MBZxULmOIOMKve5y3TRiZQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rU5SRfX_Mq_dqWYq7Kgecg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/4xADBCwGJCznZACZYq9JSg/o.jpg,$$$,False,1130.0,1430.0,0.0,REGULAR,False
2916,ZOpnIsm7ihoO1gq2YmGdzw,zurutto-ramen-and-gyoza-bar-new-york-2,Zurutto Ramen & Gyoza Bar,https://s3-media4.fl.yelpcdn.com/bphoto/rbXEXiqYeZj2zgj_OHFhMw/o.jpg,True,False,https://www.yelp.com/biz/zurutto-ramen-and-gyoza-bar-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12124980022.0,(212) 498-0022,281.0,ramen,Ramen,4.0,142 W 72nd St,New York,10023.0,US,NY,Columbus Ave & West 72nd St,40.77791,-73.98040999999999,https://s3-media4.fl.yelpcdn.com/bphoto/rbXEXiqYeZj2zgj_OHFhMw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/4ky3cRR2BW8xlyTu1eypjQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/V-0fopBWQ3ng3J8dVeTqxg/o.jpg,$$,False,1200.0,2300.0,0.0,REGULAR,True
2923,NlmP5x_Ykznd55Dc85ChUg,nittis-new-york,Nittis,https://s3-media3.fl.yelpcdn.com/bphoto/6fcEv8TQhCWVqsGx0lRvJQ/o.jpg,True,False,https://www.yelp.com/biz/nittis-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12125170939.0,(212) 517-0939,6.0,italian,Italian,5.0,523 9th Ave,New York,10018.0,US,NY,39th St & 40th St,40.7567,-73.99410999999999,https://s3-media3.fl.yelpcdn.com/bphoto/6fcEv8TQhCWVqsGx0lRvJQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/PghMQqQhhKqV83cEiXaW1Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/-jyp6GCFfXtOIAVgss680g/o.jpg,,False,1100.0,0.0,0.0,REGULAR,True
